,Age,Unnamed: 1,Primary streaming service,Hours per day,While working,Fav genre,Foreign languages,Frequency [Classical],Frequency [Country],Frequency [EDM],Frequency [Folk],Frequency [Gospel],Frequency [Hip hop],Frequency [Jazz],Frequency [K pop],Frequency [Latin],Frequency [Lofi],Frequency [Metal],Frequency [Pop],Frequency [R&B],Frequency [Rap],Frequency [Rock],Frequency [Video game music],Anxiety,Depression,Insomnia,OCD,Music effects
603,32,Middle-aged Adult,Spotify,2,Yes,Rap,Yes,Sometimes,Never,Rarely,Never,Never,Sometimes,Sometimes,Never,Never,Rarely,Never,Sometimes,Sometimes,Very frequently,Sometimes,Sometimes,8,8,7,6,Improve
604,32,Middle-aged Adult,Other streaming service,0.1,Yes,Folk,Yes,Sometimes,Never,Never,Very frequently,Sometimes,Rarely,Never,Never,Never,Never,Never,Rarely,Never,Rarely,Sometimes,Never,8,8,7,6,No effect
605,32,Middle-aged Adult,I do not use a streaming service.,2,Yes,Rock,Yes,Rarely,Never,Never,Never,Never,Never,Never,Never,Never,Never,Very frequently,Never,Never,Rarely,Very frequently,Never,8,8,7,6,No effect
606,32,Middle-aged Adult,Spotify,12,Yes,Rock,Yes,Sometimes,Rarely,Very frequently,Rarely,Rarely,Sometimes,Sometimes,Rarely,Never,Sometimes,Very frequently,Sometimes,Rarely,Sometimes,Very frequently,Rarely,8,8,7,6,Worsen
607,32,Middle-aged Adult,Spotify,1,Yes,Pop,No,Rarely,Never,Never,Very frequently,Never,Rarely,Rarely,Rarely,Never,Sometimes,Rarely,Very frequently,Rarely,Rarely,Very frequently,Never,8,8,7,6,Improve
608,32,Middle-aged Adult,Apple Music,1,Yes,Rock,No,Sometimes,Never,Rarely,Never,Never,Rarely,Rarely,Never,Never,Never,Rarely,Sometimes,Never,Never,Very frequently,Rarely,8,8,7,6,Improve
609,32,Middle-aged Adult,Spotify,3,Yes,Rock,No,Never,Rarely,Never,Sometimes,Never,Never,Never,Never,Never,Sometimes,Never,Rarely,Never,Never,Very frequently,Sometimes,8,8,7,6,Improve
610,32,Middle-aged Adult,Spotify,2,Yes,Metal,Yes,Rarely,Never,Never,Sometimes,Never,Sometimes,Rarely,Never,Never,Never,Very frequently,Sometimes,Sometimes,Sometimes,Very frequently,Sometimes,9,8,7,6,Improve
611,33,Middle-aged Adult,Spotify,2,Yes,Rock,Yes,Rarely,Rarely,Rarely,Rarely,Never,Sometimes,Sometimes,Rarely,Sometimes,Sometimes,Very frequently,Very frequently,Sometimes,Sometimes,Very frequently,Rarely,9,8,7,6,Improve
612,33,Middle-aged Adult,Spotify,3,Yes,Rock,No,Sometimes,Sometimes,Sometimes,Never,Never,Never,Never,Rarely,Never,Rarely,Very frequently,Very frequently,Never,Rarely,Very frequently,Never,9,8,7,6,No effect
613,33,Middle-aged Adult,YouTube Music,1,No,Jazz,Yes,Rarely,Never,Sometimes,Rarely,Never,Never,Sometimes,Rarely,Never,Rarely,Rarely,Sometimes,Rarely,Never,Sometimes,Very frequently,9,8,7,6,No effect
614,33,Middle-aged Adult,Spotify,3,Yes,Jazz,Yes,Rarely,Rarely,Rarely,Rarely,Never,Sometimes,Very frequently,Never,Sometimes,Rarely,Very frequently,Rarely,Sometimes,Rarely,Very frequently,Rarely,9,8,7,6,Improve
615,33,Middle-aged Adult,YouTube Music,3,Yes,Rock,No,Rarely,Rarely,Never,Rarely,Never,Rarely,Rarely,Never,Never,Rarely,Very frequently,Sometimes,Never,Sometimes,Very frequently,Very frequently,9,8,7,6,Improve
616,33,Middle-aged Adult,Spotify,5,Yes,Metal,Yes,Sometimes,Never,Never,Rarely,Never,Rarely,Sometimes,Never,Never,Rarely,Very frequently,Sometimes,Never,Sometimes,Very frequently,Sometimes,9,8,7,6,Improve
617,33,Middle-aged Adult,Spotify,8,Yes,Metal,No,Never,Never,Rarely,Never,Never,Sometimes,Never,Never,Never,Never,Very frequently,Very frequently,Very frequently,Rarely,Sometimes,Never,9,8,7,6,No effect
618,33,Middle-aged Adult,Spotify,4,Yes,Hip hop,Yes,Rarely,Sometimes,Sometimes,Rarely,Never,Very frequently,Never,Never,Very frequently,Sometimes,Rarely,Very frequently,Rarely,Very frequently,Sometimes,Rarely,9,8,7,6,Improve
619,34,Middle-aged Adult,I do not use a streaming service.,5,Yes,Rock,Yes,Very frequently,Sometimes,Sometimes,Very frequently,Never,Sometimes,Rarely,Never,Rarely,Never,Rarely,Rarely,Rarely,Rarely,Very frequently,Rarely,9,8,7,6,Improve
620,34,Middle-aged Adult,Spotify,3,Yes,Rap,Yes,Never,Never,Rarely,Rarely,Never,Sometimes,Never,Rarely,Never,Very frequently,Sometimes,Very frequently,Sometimes,Very frequently,Sometimes,Sometimes,9,8,7,6,Improve
621,34,Middle-aged Adult,YouTube Music,4,Yes,Rock,Yes,Sometimes,Very frequently,Rarely,Very frequently,Never,Sometimes,Never,Never,Never,Rarely,Sometimes,Very frequently,Sometimes,Sometimes,Very frequently,Rarely,9,8,7,6,Improve
622,34,Middle-aged Adult,I do not use a streaming service.,1,Yes,Classical,No,Very frequently,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Rarely,9,8,7,6,Improve
623,34,Middle-aged Adult,Spotify,4,Yes,Metal,Yes,Rarely,Never,Sometimes,Rarely,Never,Rarely,Never,Rarely,Never,Never,Very frequently,Sometimes,Sometimes,Sometimes,Very frequently,Rarely,9,8,8,6,Improve
624,34,Middle-aged Adult,Spotify,1,No,Rock,Yes,Sometimes,Sometimes,Rarely,Very frequently,Rarely,Rarely,Very frequently,Never,Never,Never,Never,Very frequently,Rarely,Rarely,Very frequently,Never,9,8,8,6,Improve
625,34,Middle-aged Adult,YouTube Music,2,Yes,Video game music,Yes,Sometimes,Never,Rarely,Sometimes,Rarely,Never,Rarely,Never,Sometimes,Sometimes,Rarely,Very frequently,Sometimes,Never,Very frequently,Very frequently,9,8,8,6,Improve
626,34,Middle-aged Adult,Spotify,6,Yes,Folk,No,Never,Rarely,Sometimes,Very frequently,Never,Rarely,Rarely,Never,Sometimes,Sometimes,Never,Rarely,Rarely,Rarely,Very frequently,Sometimes,9,8,8,6,Improve
627,35,Middle-aged Adult,Spotify,2,No,Rock,No,Rarely,Never,Never,Never,Never,Rarely,Rarely,Rarely,Never,Never,Very frequently,Very frequently,Never,Never,Very frequently,Sometimes,9,8,8,6,Improve
628,35,Middle-aged Adult,Spotify,1,Yes,Rock,No,Very frequently,Rarely,Sometimes,Rarely,Never,Rarely,Rarely,Rarely,Rarely,Sometimes,Sometimes,Sometimes,Never,Very frequently,Very frequently,Very frequently,9,8,8,6,No effect
629,35,Middle-aged Adult,YouTube Music,4,Yes,Metal,No,Rarely,Sometimes,Never,Never,Never,Never,Rarely,Never,Never,Never,Very frequently,Never,Never,Never,Very frequently,Sometimes,9,8,8,6,Improve
630,35,Middle-aged Adult,I do not use a streaming service.,8,Yes,Classical,No,Very frequently,Never,Never,Never,Never,Never,Rarely,Never,Never,Never,Rarely,Rarely,Never,Never,Rarely,Never,9,8,8,6,Improve
631,35,Middle-aged Adult,Spotify,2,Yes,Metal,Yes,Sometimes,Rarely,Never,Never,Rarely,Rarely,Never,Sometimes,Sometimes,Rarely,Very frequently,Very frequently,Sometimes,Never,Very frequently,Very frequently,9,8,8,6,Improve
632,35,Middle-aged Adult,Spotify,2,Yes,EDM,Yes,Rarely,Sometimes,Very frequently,Sometimes,Never,Sometimes,Rarely,Never,Sometimes,Rarely,Rarely,Sometimes,Rarely,Sometimes,Very frequently,Never,9,8,8,6,No effect
633,35,Middle-aged Adult,Spotify,10,Yes,K pop,Yes,Rarely,Sometimes,Rarely,Rarely,Never,Very frequently,Never,Very frequently,Rarely,Sometimes,Very frequently,Very frequently,Sometimes,Very frequently,Very frequently,Sometimes,9,8,8,6,Improve
634,36,Middle-aged Adult,I do not use a streaming service.,0,No,Metal,No,Rarely,Never,Rarely,Never,Never,Never,Never,Never,Never,Never,Sometimes,Never,Never,Rarely,Rarely,Rarely,9,8,8,6,Improve
635,36,Middle-aged Adult,Spotify,6,Yes,Folk,Yes,Sometimes,Sometimes,Rarely,Sometimes,Never,Sometimes,Sometimes,Sometimes,Rarely,Rarely,Rarely,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,9,8,8,7,No effect
636,36,Middle-aged Adult,Apple Music,3,Yes,EDM,Yes,Rarely,Never,Very frequently,Never,Rarely,Sometimes,Never,Very frequently,Never,Never,Rarely,Very frequently,Sometimes,Sometimes,Sometimes,Never,9,8,8,7,Improve
637,36,Middle-aged Adult,Spotify,2,Yes,Metal,Yes,Rarely,Sometimes,Never,Very frequently,Never,Rarely,Rarely,Never,Never,Never,Very frequently,Very frequently,Very frequently,Rarely,Very frequently,Sometimes,9,8,8,7,Improve
638,36,Middle-aged Adult,Other streaming service,0.25,No,Classical,Yes,Very frequently,Rarely,Never,Never,Never,Never,Sometimes,Never,Rarely,Never,Rarely,Sometimes,Rarely,Rarely,Sometimes,Never,9,8,8,7,Improve
639,36,Middle-aged Adult,YouTube Music,2,No,Metal,No,Sometimes,Rarely,Never,Sometimes,Never,Rarely,Rarely,Rarely,Rarely,Never,Very frequently,Sometimes,Rarely,Rarely,Very frequently,Never,9,8,8,7,Improve
640,36,Middle-aged Adult,YouTube Music,2,Yes,Pop,No,Sometimes,Never,Very frequently,Rarely,Never,Rarely,Rarely,Rarely,Sometimes,Rarely,Sometimes,Very frequently,Very frequently,Rarely,Sometimes,Sometimes,9,8,8,7,No effect
641,37,Middle-aged Adult,YouTube Music,3,Yes,Pop,No,Rarely,Rarely,Rarely,Rarely,Never,Very frequently,Rarely,Rarely,Rarely,Rarely,Rarely,Very frequently,Very frequently,Sometimes,Sometimes,Rarely,9,8,8,7,Improve
642,37,Middle-aged Adult,Spotify,6,Yes,Folk,Yes,Never,Very frequently,Very frequently,Very frequently,Sometimes,Sometimes,Rarely,Rarely,Rarely,Sometimes,Sometimes,Very frequently,Sometimes,Sometimes,Very frequently,Sometimes,9,8,8,7,Improve
643,37,Middle-aged Adult,Spotify,3,No,Metal,No,Rarely,Very frequently,Never,Very frequently,Rarely,Sometimes,Sometimes,Never,Never,Rarely,Very frequently,Rarely,Rarely,Sometimes,Very frequently,Rarely,9,8,8,7,No effect
644,37,Middle-aged Adult,Spotify,2,Yes,Rock,No,Never,Never,Never,Never,Never,Rarely,Never,Never,Never,Never,Sometimes,Sometimes,Rarely,Rarely,Sometimes,Never,9,8,8,7,Worsen
645,37,Middle-aged Adult,Spotify,5,Yes,Folk,Yes,Sometimes,Rarely,Rarely,Very frequently,Never,Very frequently,Very frequently,Never,Rarely,Rarely,Sometimes,Sometimes,Sometimes,Very frequently,Very frequently,Rarely,9,8,8,7,No effect
646,38,Middle-aged Adult,Spotify,4,No,Pop,Yes,Never,Never,Sometimes,Never,Never,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,Never,Very frequently,Sometimes,Sometimes,Sometimes,Sometimes,9,8,8,7,No effect
647,38,Middle-aged Adult,Spotify,4,Yes,Rock,No,Never,Rarely,Never,Never,Never,Rarely,Never,Never,Never,Rarely,Sometimes,Very frequently,Rarely,Rarely,Very frequently,Very frequently,9,9,8,7,Improve
648,38,Middle-aged Adult,I do not use a streaming service.,0,No,Rock,No,Rarely,Never,Never,Never,Never,Rarely,Never,Never,Never,Never,Never,Sometimes,Rarely,Rarely,Sometimes,Never,9,9,8,7,No effect
649,38,Middle-aged Adult,I do not use a streaming service.,12,Yes,Rock,No,Sometimes,Rarely,Never,Sometimes,Rarely,Rarely,Rarely,Never,Rarely,Never,Very frequently,Very frequently,Rarely,Rarely,Very frequently,Very frequently,9,9,8,7,Improve
650,38,Middle-aged Adult,I do not use a streaming service.,0.5,No,Pop,No,Never,Never,Never,Never,Never,Never,Never,Sometimes,Never,Never,Never,Sometimes,Never,Never,Never,Never,9,9,8,7,Worsen
651,38,Middle-aged Adult,I do not use a streaming service.,1,Yes,Rock,No,Rarely,Rarely,Never,Rarely,Never,Never,Never,Never,Never,Never,Never,Sometimes,Never,Never,Sometimes,Never,9,9,8,7,Improve
652,39,Middle-aged Adult,YouTube Music,3,Yes,R&B,Yes,Very frequently,Never,Never,Very frequently,Never,Very frequently,Very frequently,Never,Rarely,Very frequently,Rarely,Very frequently,Very frequently,Very frequently,Sometimes,Rarely,9,9,8,7,No effect
653,40,Middle-aged Adult,Apple Music,12,No,Rock,Yes,Never,Sometimes,Rarely,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,Never,Never,Sometimes,Very frequently,Sometimes,Sometimes,Very frequently,Sometimes,9,9,8,7,Improve
654,40,Middle-aged Adult,Spotify,4,Yes,Metal,No,Never,Rarely,Very frequently,Never,Never,Never,Rarely,Never,Never,Rarely,Very frequently,Sometimes,Never,Never,Very frequently,Sometimes,9,9,8,7,Improve
655,40,Middle-aged Adult,Spotify,3,Yes,R&B,No,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Never,Never,Never,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,9,9,8,7,Improve
656,40,Middle-aged Adult,Spotify,1,Yes,Metal,Yes,Sometimes,Sometimes,Sometimes,Sometimes,Never,Rarely,Never,Very frequently,Rarely,Never,Very frequently,Rarely,Rarely,Sometimes,Very frequently,Rarely,9,9,8,7,Improve
657,40,Middle-aged Adult,YouTube Music,4,No,Folk,Yes,Sometimes,Very frequently,Sometimes,Very frequently,Rarely,Sometimes,Sometimes,Never,Never,Sometimes,Very frequently,Very frequently,Rarely,Rarely,Very frequently,Very frequently,9,9,8,7,Improve
658,41,Middle-aged Adult,Other streaming service,2,Yes,Rock,No,Sometimes,Rarely,Never,Rarely,Never,Never,Rarely,Rarely,Never,Never,Never,Very frequently,Never,Never,Very frequently,Sometimes,9,9,8,7,No effect
659,41,Middle-aged Adult,Spotify,3,Yes,Rock,Yes,Rarely,Never,Very frequently,Rarely,Never,Rarely,Rarely,Never,Never,Very frequently,Very frequently,Rarely,Rarely,Rarely,Very frequently,Very frequently,9,9,8,7,Improve
661,41,Middle-aged Adult,Spotify,1,Yes,Rock,Yes,Rarely,Rarely,Sometimes,Sometimes,Never,Never,Never,Never,Rarely,Very frequently,Rarely,Very frequently,Rarely,Rarely,Very frequently,Sometimes,9,9,8,7,No effect
662,42,Middle-aged Adult,Spotify,2,Yes,Pop,Yes,Never,Never,Never,Never,Never,Sometimes,Rarely,Rarely,Never,Rarely,Never,Very frequently,Very frequently,Sometimes,Rarely,Rarely,9,9,8,7,Improve
663,42,Middle-aged Adult,Spotify,1,Yes,K pop,Yes,Sometimes,Never,Rarely,Never,Sometimes,Never,Rarely,Very frequently,Never,Sometimes,Never,Very frequently,Sometimes,Never,Rarely,Never,10,9,8,7,No effect
664,42,Middle-aged Adult,YouTube Music,0.5,Yes,Pop,Yes,Never,Rarely,Never,Rarely,Never,Rarely,Rarely,Rarely,Never,Sometimes,Never,Very frequently,Rarely,Rarely,Sometimes,Rarely,10,9,8,7,Improve
665,42,Middle-aged Adult,Spotify,2,Yes,Video game music,No,Very frequently,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Rarely,Never,Rarely,Never,Very frequently,10,9,8,7,Improve
666,42,Middle-aged Adult,Spotify,11,Yes,Metal,Yes,Rarely,Rarely,Sometimes,Rarely,Rarely,Very frequently,Sometimes,Rarely,Rarely,Very frequently,Very frequently,Very frequently,Sometimes,Very frequently,Very frequently,Very frequently,10,9,8,7,Improve
667,43,Middle-aged Adult,Spotify,10,Yes,Jazz,Yes,Very frequently,Never,Never,Very frequently,Rarely,Rarely,Very frequently,Rarely,Rarely,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,Sometimes,Sometimes,10,9,8,8,Improve
668,43,Middle-aged Adult,Spotify,5,Yes,Rock,No,Very frequently,Rarely,Rarely,Sometimes,Rarely,Very frequently,Very frequently,Never,Rarely,Very frequently,Sometimes,Sometimes,Very frequently,Very frequently,Very frequently,Sometimes,10,9,8,8,Improve
669,43,Middle-aged Adult,Spotify,1.5,Yes,Classical,Yes,Very frequently,Rarely,Very frequently,Very frequently,Sometimes,Sometimes,Very frequently,Never,Rarely,Sometimes,Rarely,Very frequently,Rarely,Sometimes,Sometimes,Sometimes,10,9,8,8,No effect
670,43,Middle-aged Adult,Spotify,2,Yes,Folk,Yes,Very frequently,Sometimes,Never,Very frequently,Sometimes,Rarely,Very frequently,Never,Sometimes,Sometimes,Never,Very frequently,Rarely,Never,Sometimes,Rarely,10,9,8,8,Improve
671,44,Middle-aged Adult,Spotify,3,No,Rap,Yes,Sometimes,Never,Never,Rarely,Never,Very frequently,Never,Never,Never,Sometimes,Rarely,Sometimes,Sometimes,Very frequently,Rarely,Sometimes,10,9,9,8,Improve
672,44,Middle-aged Adult,YouTube Music,2,No,Rock,No,Sometimes,Sometimes,Sometimes,Very frequently,Rarely,Sometimes,Sometimes,Never,Never,Never,Sometimes,Sometimes,Sometimes,Sometimes,Very frequently,Sometimes,10,9,9,8,No effect
673,44,Middle-aged Adult,YouTube Music,3,Yes,Country,Yes,Very frequently,Very frequently,Sometimes,Never,Never,Rarely,Never,Very frequently,Sometimes,Never,Never,Rarely,Sometimes,Never,Never,Never,10,9,9,8,Improve
674,46,Old-aged Adult,Spotify,4,No,R&B,Yes,Rarely,Never,Rarely,Never,Sometimes,Very frequently,Never,Very frequently,Never,Rarely,Never,Very frequently,Very frequently,Very frequently,Never,Never,10,9,9,8,Improve
675,48,Old-aged Adult,Spotify,1,No,K pop,Yes,Never,Never,Rarely,Never,Never,Very frequently,Never,Very frequently,Never,Sometimes,Never,Sometimes,Sometimes,Rarely,Rarely,Never,10,9,9,8,Improve
676,48,Old-aged Adult,Apple Music,5,Yes,Latin,Yes,Very frequently,Sometimes,Rarely,Never,Never,Sometimes,Rarely,Sometimes,Very frequently,Sometimes,Never,Very frequently,Sometimes,Rarely,Sometimes,Never,10,9,9,8,Improve
677,49,Old-aged Adult,Apple Music,2,Yes,R&B,No,Never,Never,Never,Never,Never,Sometimes,Never,Very frequently,Never,Never,Never,Very frequently,Very frequently,Very frequently,Never,Never,10,9,9,8,Improve
678,49,Old-aged Adult,Spotify,7,Yes,Hip hop,Yes,Very frequently,Rarely,Never,Never,Rarely,Very frequently,Very frequently,Rarely,Never,Sometimes,Never,Sometimes,Sometimes,Sometimes,Rarely,Rarely,10,9,9,8,Improve
679,49,Old-aged Adult,Spotify,2,Yes,Rap,Yes,Rarely,Never,Rarely,Never,Never,Sometimes,Rarely,Rarely,Never,Sometimes,Never,Sometimes,Rarely,Very frequently,Never,Rarely,10,9,9,8,Improve
680,49,Old-aged Adult,I do not use a streaming service.,1,Yes,Classical,No,Sometimes,Sometimes,Rarely,Rarely,Rarely,Sometimes,Sometimes,Rarely,Rarely,Very frequently,Never,Rarely,Rarely,Rarely,Rarely,Rarely,10,9,9,8,No effect
681,49,Old-aged Adult,I do not use a streaming service.,1,No,Classical,No,Very frequently,Never,Sometimes,Never,Never,Sometimes,Rarely,Never,Never,Never,Never,Sometimes,Never,Rarely,Never,Rarely,10,9,9,8,No effect
682,50,Old-aged Adult,Spotify,4,Yes,R&B,No,Never,Rarely,Never,Never,Never,Very frequently,Never,Never,Never,Very frequently,Never,Sometimes,Very frequently,Sometimes,Never,Never,10,9,9,8,No effect
683,51,Old-aged Adult,Spotify,6,Yes,R&B,Yes,Rarely,Never,Never,Rarely,Never,Sometimes,Never,Sometimes,Sometimes,Sometimes,Never,Very frequently,Very frequently,Very frequently,Never,Rarely,10,9,9,8,Improve
684,53,Old-aged Adult,Spotify,3,Yes,Hip hop,No,Sometimes,Never,Rarely,Never,Never,Very frequently,Rarely,Rarely,Never,Sometimes,Never,Very frequently,Very frequently,Very frequently,Never,Rarely,10,9,9,8,Improve
685,53,Old-aged Adult,Spotify,4,Yes,Hip hop,No,Sometimes,Never,Never,Never,Never,Very frequently,Never,Never,Never,Very frequently,Never,Sometimes,Never,Very frequently,Never,Never,10,10,9,8,Improve
686,53,Old-aged Adult,Spotify,4,Yes,Video game music,Yes,Rarely,Rarely,Very frequently,Rarely,Rarely,Rarely,Rarely,Rarely,Never,Very frequently,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Very frequently,10,10,9,8,Improve
687,54,Old-aged Adult,YouTube Music,1,Yes,Pop,No,Never,Rarely,Never,Sometimes,Rarely,Rarely,Never,Sometimes,Never,Sometimes,Never,Very frequently,Rarely,Sometimes,Sometimes,Never,10,10,9,8,Improve
688,54,Old-aged Adult,Spotify,2,Yes,Pop,Yes,Rarely,Never,Sometimes,Never,Never,Never,Never,Sometimes,Never,Never,Rarely,Very frequently,Never,Rarely,Sometimes,Sometimes,10,10,9,8,No effect
689,55,Old-aged Adult,Spotify,24,Yes,Rap,No,Never,Never,Rarely,Rarely,Never,Very frequently,Sometimes,Never,Never,Rarely,Rarely,Rarely,Sometimes,Very frequently,Rarely,Never,10,10,9,8,No effect
690,56,Old-aged Adult,Spotify,5,Yes,R&B,Yes,Very frequently,Sometimes,Never,Sometimes,Never,Very frequently,Rarely,Very frequently,Very frequently,Very frequently,Never,Very frequently,Very frequently,Very frequently,Very frequently,Sometimes,10,10,9,8,Improve
691,56,Old-aged Adult,Spotify,3,No,Rock,Yes,Rarely,Never,Never,Rarely,Never,Sometimes,Sometimes,Never,Sometimes,Never,Never,Never,Sometimes,Sometimes,Very frequently,Never,10,10,9,8,Improve
692,56,Old-aged Adult,Spotify,4,Yes,Country,Yes,Sometimes,Very frequently,Never,Never,Never,Rarely,Sometimes,Very frequently,Rarely,Sometimes,Never,Very frequently,Rarely,Rarely,Sometimes,Never,10,10,9,8,Improve
693,56,Old-aged Adult,Spotify,9,Yes,Metal,Yes,Rarely,Never,Never,Rarely,Never,Never,Never,Rarely,Rarely,Never,Very frequently,Sometimes,Rarely,Rarely,Very frequently,Never,10,10,9,8,Improve
694,56,Old-aged Adult,YouTube Music,1,Yes,Pop,Yes,Sometimes,Rarely,Rarely,Rarely,Rarely,Sometimes,Rarely,Never,Never,Rarely,Rarely,Very frequently,Rarely,Sometimes,Rarely,Very frequently,10,10,9,8,Worsen
695,57,Old-aged Adult,YouTube Music,1,Yes,Rock,Yes,Sometimes,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Sometimes,Never,Sometimes,Sometimes,Very frequently,Rarely,Rarely,Very frequently,Sometimes,10,10,9,8,Improve
696,57,Old-aged Adult,Spotify,2,Yes,Folk,No,Sometimes,Sometimes,Never,Sometimes,Never,Rarely,Sometimes,Never,Never,Never,Rarely,Sometimes,Rarely,Rarely,Sometimes,Sometimes,10,10,9,9,Improve
697,57,Old-aged Adult,YouTube Music,1.5,No,Folk,No,Rarely,Very frequently,Never,Very frequently,Rarely,Sometimes,Never,Never,Never,Never,Never,Rarely,Rarely,Sometimes,Sometimes,Never,10,10,10,9,Improve
698,58,Old-aged Adult,Spotify,2,Yes,Metal,Yes,Never,Rarely,Rarely,Never,Never,Never,Never,Never,Never,Never,Very frequently,Rarely,Never,Sometimes,Very frequently,Rarely,10,10,10,9,Improve
699,58,Old-aged Adult,Spotify,4,Yes,Pop,No,Sometimes,Sometimes,Never,Rarely,Never,Never,Never,Never,Never,Sometimes,Never,Very frequently,Never,Never,Never,Never,10,10,10,9,Improve
700,58,Old-aged Adult,Spotify,1,Yes,Rock,Yes,Rarely,Rarely,Sometimes,Sometimes,Never,Sometimes,Rarely,Rarely,Never,Sometimes,Sometimes,Very frequently,Sometimes,Sometimes,Very frequently,Very frequently,10,10,10,9,Improve
701,59,Old-aged Adult,Spotify,1,No,Country,No,Sometimes,Very frequently,Sometimes,Rarely,Never,Rarely,Never,Never,Never,Never,Rarely,Sometimes,Never,Never,Sometimes,Rarely,10,10,10,9,Improve
702,59,Old-aged Adult,Spotify,3,Yes,Video game music,Yes,Sometimes,Never,Never,Never,Never,Rarely,Sometimes,Never,Never,Rarely,Rarely,Rarely,Rarely,Rarely,Sometimes,Very frequently,10,10,10,9,No effect
703,60,Old-aged Adult,Spotify,4,Yes,Hip hop,No,Sometimes,Rarely,Rarely,Sometimes,Never,Very frequently,Very frequently,Never,Sometimes,Very frequently,Rarely,Very frequently,Very frequently,Very frequently,Sometimes,Very frequently,10,10,10,9,Improve
704,60,Old-aged Adult,Spotify,8,Yes,Rock,No,Very frequently,Never,Rarely,Sometimes,Never,Never,Rarely,Rarely,Rarely,Rarely,Rarely,Sometimes,Rarely,Never,Very frequently,Sometimes,10,10,10,9,Improve
705,60,Old-aged Adult,Spotify,5,Yes,Metal,Yes,Never,Never,Very frequently,Never,Never,Rarely,Never,Never,Never,Never,Very frequently,Rarely,Never,Rarely,Very frequently,Sometimes,10,10,10,9,Improve
706,60,Old-aged Adult,I do not use a streaming service.,3,Yes,Rock,No,Never,Never,Never,Rarely,Never,Never,Sometimes,Never,Never,Rarely,Never,Sometimes,Rarely,Never,Very frequently,Never,10,10,10,9,Improve
707,60,Old-aged Adult,YouTube Music,8,Yes,Pop,Yes,Rarely,Never,Very frequently,Never,Never,Sometimes,Rarely,Never,Never,Very frequently,Never,Very frequently,Never,Rarely,Rarely,Very frequently,10,10,10,9,No effect
708,60,Old-aged Adult,Apple Music,1,No,Country,No,Sometimes,Very frequently,Never,Sometimes,Sometimes,Sometimes,Rarely,Never,Rarely,Never,Rarely,Sometimes,Rarely,Rarely,Very frequently,Never,10,10,10,9,No effect
709,61,Old-aged Adult,Spotify,4,Yes,Pop,No,Rarely,Sometimes,Never,Sometimes,Sometimes,Rarely,Sometimes,Never,Never,Never,Never,Sometimes,Sometimes,Rarely,Sometimes,Never,10,10,10,9,Improve
710,61,Old-aged Adult,Spotify,1,No,Metal,Yes,Sometimes,Never,Never,Rarely,Never,Rarely,Rarely,Rarely,Sometimes,Rarely,Very frequently,Sometimes,Never,Rarely,Very frequently,Rarely,10,10,10,10,Improve
711,63,Old-aged Adult,Spotify,2,No,Rock,Yes,Rarely,Never,Rarely,Rarely,Never,Sometimes,Never,Rarely,Rarely,Rarely,Very frequently,Sometimes,Sometimes,Sometimes,Very frequently,Never,10,10,10,10,No effect
712,63,Old-aged Adult,Spotify,1,Yes,Metal,Yes,Rarely,Never,Rarely,Sometimes,Never,Never,Never,Never,Very frequently,Very frequently,Very frequently,Sometimes,Never,Never,Very frequently,Very frequently,10,10,10,10,No effect
713,63,Old-aged Adult,Spotify,3,Yes,Video game music,Yes,Rarely,Rarely,Sometimes,Sometimes,Never,Rarely,Sometimes,Rarely,Rarely,Rarely,Sometimes,Very frequently,Rarely,Rarely,Sometimes,Very frequently,10,10,10,10,Improve
714,64,Old-aged Adult,Spotify,5,Yes,Hip hop,No,Rarely,Sometimes,Very frequently,Never,Sometimes,Very frequently,Never,Sometimes,Never,Sometimes,Rarely,Very frequently,Very frequently,Very frequently,Rarely,Rarely,10,10,10,10,Improve
715,64,Old-aged Adult,Spotify,5,Yes,Pop,Yes,Very frequently,Sometimes,Rarely,Never,Rarely,Rarely,Rarely,Very frequently,Sometimes,Very frequently,Rarely,Very frequently,Rarely,Rarely,Sometimes,Rarely,10,10,10,10,Improve
716,64,Old-aged Adult,Spotify,4,Yes,Pop,Yes,Sometimes,Rarely,Sometimes,Never,Never,Sometimes,Sometimes,Rarely,Rarely,Sometimes,Sometimes,Very frequently,Sometimes,Sometimes,Sometimes,Sometimes,10,10,10,10,Improve
717,65,Old-aged Adult,Spotify,6,Yes,Pop,Yes,Rarely,Rarely,Sometimes,Rarely,Never,Very frequently,Sometimes,Very frequently,Very frequently,Rarely,Never,Very frequently,Very frequently,Very frequently,Never,Never,10,10,10,10,Improve
